refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,Data Domain,Observation URI,references,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,refArea District,refArea Governorate,Town,dataset
,1e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Benouati+Jezzine,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,9e+00,2e+01,3e+01,2e+01,1e+01,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Benouati Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,4e+01,1.8e+01,7e+00,2e+00,http://dbpedia.org/resource/Bint_Jbeil_District,https://dbpedia.org/page/Nabatieh_Governorate,Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Beqaa_Governorate,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beqaata+Aachqout,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Beqaata Aachqout,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Beqaa_Governorate,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beqaata+Kanaan,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.5e+01,1e+01,1.5e+01,1e+01,5e+00,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Beqaata Kanaan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1e+00,Impact Open Data,2e+01,7e+01,2e+00,4e+00,1e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Berbara Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Jbeil,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,3e+01,1e+01,1e+01,1e+01,5e+00,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Berbara Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berhalioun,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Bsharri_District,https://dbpedia.org/page/North_Governorate,Berhalioun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berti,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,1e+01,2e+01,1e+01,2e+01,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Berti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1.5e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beslouqit,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,1.8e+01,2e+01,2e+00,http://dbpedia.org/resource/Zgharta_District,https://dbpedia.org/page/North_Governorate,Beslouqit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Besri+Jezzine,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2.5e+01,2e+01,2e+01,1e+01,5e+00,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Besri Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bestiyat,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,http://dbpedia.org/resource/Tyre_District,https://dbpedia.org/page/South_Governorate,Bestiyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bezbina,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,1.5e+01,2e+01,4e+00,2e+01,1e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Bezbina,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+Ed-Dayaa,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bhamdoun Ed-Dayaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+El-Mhatta,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.5e+01,2.8e+01,7e+00,5e+00,5e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bhamdoun El-Mhatta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhersaf,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,1e+01,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bhersaf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bichtlida,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,5e+00,3.5e+01,1e+01,4e+01,5e+00,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bichtlida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bijdarfil,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.3e+01,1.5e+01,2e+01,1e+01,2e+00,http://dbpedia.org/resource/Batroun_District,https://dbpedia.org/page/North_Governorate,Bijdarfil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bikfaya,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bikfaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Binnay,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2.5e+01,1e+01,2e+01,4e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Binnay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bintaael,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1e+01,2.5e+01,2e+00,2.5e+01,1.6e+01,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bintaael,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1.5e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,2e+01,1e+01,3e+01,5e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Biret Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,2.7e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Rachaya,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,1e+01,3e+01,3e+00,4e+01,2e+00,http://dbpedia.org/resource/Rashaya_District,https://dbpedia.org/page/Beqaa_Governorate,Biret Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bisrin,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,1e+01,0e+00,4e+01,0e+00,2e+01,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bisrin,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,3e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bissariyeh,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,1e+01,2e+01,5e+00,2e+01,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Bissariyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biyad,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Tyre_District,https://dbpedia.org/page/South_Governorate,Biyad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bizhel,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2e+01,2e+01,1e+01,4.5e+01,0e+00,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bizhel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e-01,5e-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkassine,https://impact.cib.gov.lb/home#open_data_section,5.5e+01,Impact Open Data,1e+01,1.2e+01,1e+01,1e+01,2.5e+00,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Bkassine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkeftine,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,1e+01,2.8e+01,1e+00,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Bkeftine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkhichtay,https://impact.cib.gov.lb/home#open_data_section,3.5e+01,Impact Open Data,1e+01,1e+01,3e+00,3.5e+01,4e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bkhichtay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaouza,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,5e+00,4.8e+01,1e+01,1e+01,2e+00,http://dbpedia.org/resource/Bsharri_District,https://dbpedia.org/page/North_Governorate,Blaouza,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blat+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Blat Marjaayoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaybel,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2.8e+01,2e+00,2.5e+01,5e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Blaybel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blida,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,5e+00,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Blida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmahray,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2.5e+01,2.5e+01,1e+01,2e+01,5e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bmahray,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmakine,https://impact.cib.gov.lb/home#open_data_section,2e+00,Impact Open Data,1e+01,8e+00,1e+01,5e+01,0e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bmakine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmaryam,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,3e+01,1e+01,2e+01,5e+00,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bmaryam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnaafoul,https://impact.cib.gov.lb/home#open_data_section,1.3e+01,Impact Open Data,2e+01,5e+01,4e+00,1e+01,2e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Bnaafoul,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnabil,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,1.5e+01,2e+00,1e+01,5e+00,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bnabil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnehran,https://impact.cib.gov.lb/home#open_data_section,1.7e+01,Impact Open Data,1.5e+01,2.2e+01,2.5e+01,1.5e+01,3e+00,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Bnehran,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnoueiti,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,1.5e+01,1e+01,2.5e+01,5e+00,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bnoueiti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bohayra,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Zgharta_District,https://dbpedia.org/page/North_Governorate,Bohayra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bohwara,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,4.5e+01,3.5e+01,0e+00,1e+01,0e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bohwara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+Aakkar,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2.5e+01,2e+01,1e+01,1e+01,5e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Borj Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+El-Moulouk,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2e+01,1.5e+01,5e+00,2e+01,2.5e+01,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Borj El-Moulouk,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+El-Yahoudiyeh,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,3e+01,7e+00,1e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Borj El-Yahoudiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3.5e+01,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+En-Naqoura,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,8e+00,2.5e+01,5e+00,2e+01,2e+00,http://dbpedia.org/resource/Tyre_District,https://dbpedia.org/page/South_Governorate,Borj En-Naqoura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,8e+00,7e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+Rahhal,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,2.5e+01,9e+00,2e+01,9e+00,4e+00,http://dbpedia.org/resource/Tyre_District,https://dbpedia.org/page/South_Governorate,Borj Rahhal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Bint_Jbeil_District,https://dbpedia.org/page/Nabatieh_Governorate,Borj qalaouiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Botmeh,https://impact.cib.gov.lb/home#open_data_section,1.2e+01,Impact Open Data,1e+01,5e+01,2e+01,5e+00,3e+00,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Botmeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bouaida,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,4e+01,2e+01,5e+00,5e+00,1.3e+01,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Bouaida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,4e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bouar,https://impact.cib.gov.lb/home#open_data_section,2.1e+01,Impact Open Data,3e+01,1.5e+01,2e+01,1e+01,2e+00,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bouar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bouarej,https://impact.cib.gov.lb/home#open_data_section,6e+00,Impact Open Data,1e+01,3e+01,1e+00,5e+01,2e+00,http://dbpedia.org/resource/ZahlÃƒÂ©_District,https://dbpedia.org/page/Beqaa_Governorate,Bouarej,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boulhos,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Boulhos,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourj+El+Arab,https://impact.cib.gov.lb/home#open_data_section,1.7e+01,Impact Open Data,3e+01,2e+01,1.5e+01,1e+01,3e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Bourj El Arab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourj+El-Brajneh,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,1e+01,2.5e+01,1e+01,3.5e+01,5e+00,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bourj El-Brajneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourj+Hammoud,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bourj Hammoud,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,3e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bourjein,https://impact.cib.gov.lb/home#open_data_section,5e+01,Impact Open Data,5e+00,1e+01,5e+00,1e+01,1.5e+01,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bourjein,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boussit,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,4e+01,2.5e+01,3e+00,8e+00,3e+00,http://dbpedia.org/resource/Zgharta_District,https://dbpedia.org/page/North_Governorate,Boussit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,3e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boustane,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,1e+01,2e+01,5e+00,http://dbpedia.org/resource/Tyre_District,https://dbpedia.org/page/South_Governorate,Boustane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boustane+Heresh,https://impact.cib.gov.lb/home#open_data_section,4e+00,Impact Open Data,1.5e+01,3e+01,5e+00,4e+01,1e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Boustane Heresh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Boutchay,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,1e+02,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Boutchay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqaa+Kafra,https://impact.cib.gov.lb/home#open_data_section,7.5e+01,Impact Open Data,5e+00,6e+00,5e+00,3e+00,5e+00,http://dbpedia.org/resource/Bsharri_District,https://dbpedia.org/page/North_Governorate,Bqaa Kafra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,1.5e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqaa+Sefrine,https://impact.cib.gov.lb/home#open_data_section,8e+00,Impact Open Data,2e+01,2e+01,1e+01,3e+01,2e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Bqaa Sefrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqaatouta,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1e+01,2.8e+01,2e+01,5e+00,1.5e+01,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Bqaatouta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
